date,open,high,low,close,volume,average,barCount
2015-10-13,92.2,93.61,91.5,91.79,882672.0,92.484,7012
2015-10-14,91.4,91.47,87.08,87.1,2321603.0,88.454,17034
2015-10-15,88.08,91.34,87.56,90.96,2229336.0,90.153,15596
2015-10-16,91.14,92.29,91.07,91.82,1242050.0,91.678,8980
2015-10-19,91.33,93.99,91.23,93.91,1855822.0,93.273,13959
2015-10-20,94.33,95.02,93.02,93.96,1283555.0,94.117,9260
2015-10-21,94.28,95.6,93.21,93.37,2035573.0,94.16,14563
2015-10-22,93.27,94.79,93.1,94.7,2018197.0,93.994,15161
2015-10-23,96.48,98.55,95.13,97.99,3269874.0,97.4,24315
2015-10-26,97.99,99.37,97.26,98.73,1710682.0,98.643,13271
2015-10-27,98.22,100.39,97.81,99.76,1413917.0,99.065,10280
2015-10-28,100.28,100.34,95.55,97.57,1985878.0,97.807,14343
2015-10-29,97.7,98.21,96.25,97.96,931437.0,97.266,7588
2015-10-30,97.82,99.2,97.71,98.35,1168106.0,98.414,9585
2015-11-02,98.7,99.84,97.58,98.37,1200455.0,98.617,8436
2015-11-03,97.49,97.63,95.5,96.66,1572871.0,96.598,12177
2015-11-04,96.69,98.25,96.01,97.95,1398986.0,97.3,10235
2015-11-05,97.77,99.59,97.7,99.24,1524338.0,99.018,12203
2015-11-06,99.14,99.93,98.72,99.41,1371112.0,99.283,10925
2015-11-09,99.3,99.33,96.84,97.77,957798.0,97.623,7934
2015-11-10,97.45,98.88,97.32,98.75,883878.0,98.24,6586
2015-11-11,99.18,99.37,98.1,98.15,535196.0,98.712,4474
2015-11-12,97.88,98.6,97.23,97.72,1136552.0,97.905,8490
2015-11-13,97.18,97.6,95.03,95.5,1500413.0,95.884,11790
2015-11-16,94.74,94.78,92.59,94.36,2304643.0,93.879,15554
2015-11-17,94.92,95.79,93.5,93.82,1825012.0,94.671,12726
2015-11-18,94.07,94.83,92.6,94.17,1842825.0,94.038,13035
2015-11-19,94.72,95.03,93.8,94.35,1352464.0,94.427,10353
2015-11-20,94.46,94.97,93.77,94.02,1567135.0,94.232,10843
2015-11-23,94.07,95.47,94.0,94.93,1391527.0,94.927,10065
2015-11-24,92.75,93.69,91.38,92.02,2770988.0,92.083,18951
2015-11-25,92.1,93.92,92.1,92.66,1102314.0,93.052,8604
2015-11-27,93.24,93.35,91.86,92.5,565173.0,92.481,4325
2015-11-30,92.35,93.04,91.65,92.61,1052809.0,92.439,8205
2015-12-01,93.24,94.39,92.25,94.38,1518799.0,93.329,11133
2015-12-02,94.51,95.62,94.01,94.75,1512543.0,94.688,12110
2015-12-03,94.6,95.65,90.53,91.5,1649495.0,92.379,11898
2015-12-04,92.08,94.45,91.99,94.27,1324840.0,93.594,10455
2015-12-07,94.65,95.13,93.08,93.65,1122947.0,94.017,8958
2015-12-08,92.02,94.05,92.02,93.43,1092443.0,93.268,9107
2015-12-09,92.7,94.63,92.12,92.85,1221419.0,93.202,9540
2015-12-10,93.11,94.79,92.65,94.23,1019630.0,93.968,8712
2015-12-11,92.68,94.43,91.76,91.91,2339388.0,92.817,16962
2015-12-14,92.1,93.47,91.04,92.27,1237252.0,92.15,10023
2015-12-15,93.26,94.4,92.65,94.29,1159219.0,93.74,9128
2015-12-16,94.62,97.28,94.04,97.14,1244034.0,95.629,9149
2015-12-17,95.57,96.83,93.8,93.95,1729225.0,94.845,13583
2015-12-18,95.53,97.32,94.91,95.9,2316557.0,95.987,16618
2015-12-21,96.64,99.9,96.54,99.06,1969776.0,98.59,14831
2015-12-22,99.05,100.15,98.13,98.66,1592859.0,98.904,12561
2015-12-23,99.0,100.99,98.5,99.93,975723.0,99.912,7471
2015-12-24,99.92,100.81,99.48,99.92,517833.0,99.985,3731
2015-12-28,99.66,100.7,99.64,100.32,881776.0,100.231,6838
2015-12-29,100.68,102.97,100.56,102.63,878497.0,102.294,6823
2015-12-30,102.57,103.4,102.06,102.73,869770.0,102.821,6868
2015-12-31,102.41,102.7,101.21,101.21,683798.0,101.849,5466
2016-01-04,99.6,99.81,96.69,98.14,2407188.0,97.861,18306
2016-01-05,96.39,97.68,96.3,96.54,1702135.0,96.945,12205
2016-01-06,94.22,96.79,93.31,95.31,2191177.0,94.98,16719
2016-01-07,93.18,94.76,92.26,92.43,2076312.0,93.309,15080
2016-01-08,93.48,94.54,91.42,91.78,1785087.0,93.018,14370
2016-01-11,92.55,94.54,91.9,93.6,1753343.0,93.26,13334
2016-01-12,94.5,95.65,92.98,94.02,1533132.0,94.185,12219
2016-01-13,94.05,94.56,88.9,89.04,3025140.0,91.292,21073
2016-01-14,88.87,88.99,85.5,87.9,3727494.0,87.438,26172
2016-01-15,84.86,86.02,82.61,82.92,3408973.0,83.798,24141
2016-01-19,84.86,85.4,80.09,81.08,4049384.0,82.89,28507
2016-01-20,80.25,83.77,76.2,82.44,5097354.0,79.457,37042
2016-01-21,83.41,86.42,82.83,85.48,3052305.0,85.109,23138
2016-01-22,88.25,88.34,85.46,85.76,2108570.0,86.646,15849
2016-01-25,85.84,86.33,83.05,83.37,1698468.0,84.517,12902
2016-01-26,83.69,84.9,82.21,84.52,1400824.0,83.841,11072
2016-01-27,85.23,85.76,80.66,81.42,1865865.0,82.545,14397
2016-01-28,80.89,80.99,75.56,78.33,5334865.0,78.037,36184
2016-01-29,78.06,82.06,77.79,81.96,4716641.0,79.867,30198
2016-02-01,81.61,85.7,81.24,84.52,5288905.0,83.366,38759
2016-02-02,79.0,79.19,69.3,71.7,18688528.0,72.413,125100
2016-02-03,73.33,75.49,71.34,73.83,8068646.0,73.345,56535
2016-02-04,73.03,73.8,68.92,73.58,5782899.0,71.399,38411
2016-02-05,72.61,72.84,68.47,69.58,4473325.0,69.775,31407
2016-02-08,68.0,68.09,64.21,66.29,6440503.0,65.773,43981
2016-02-09,64.99,69.55,64.31,68.02,3703007.0,67.93,27593
2016-02-10,68.67,70.96,68.52,69.39,2762930.0,69.809,20033
2016-02-11,67.34,69.03,66.97,67.97,2521249.0,68.06,19302
2016-02-12,68.95,68.95,67.09,68.77,1984678.0,68.047,16527
2016-02-16,69.79,72.51,69.26,72.51,2843455.0,71.334,21872
2016-02-17,72.29,73.94,72.1,73.3,2529037.0,73.095,17560
2016-02-18,72.25,72.29,69.71,69.87,2488939.0,70.425,19604
2016-02-19,69.0,72.28,68.47,70.85,3220411.0,71.046,21925
2016-02-22,70.79,73.99,70.17,73.72,3955745.0,72.438,29578
2016-02-23,74.38,76.25,73.8,74.01,4177792.0,74.817,30782
2016-02-24,73.03,73.03,69.97,72.79,3151658.0,71.517,21663
2016-02-25,72.91,74.47,72.62,74.47,1311017.0,73.819,10046
2016-02-26,74.72,75.35,73.62,75.19,1478676.0,74.712,11159
2016-02-29,74.1,75.87,73.95,74.37,1727805.0,74.864,12345
2016-03-01,75.05,76.84,74.26,76.54,2157706.0,75.794,15843
2016-03-02,75.86,76.42,73.87,75.18,2275806.0,74.816,17678
2016-03-03,74.44,75.7,73.32,75.69,2582581.0,74.563,20150
2016-03-04,75.77,75.79,72.31,74.01,4108972.0,73.835,26340
2016-03-07,73.05,73.72,71.96,73.63,2867383.0,73.041,20231
2016-03-08,72.26,72.57,70.53,70.65,3868053.0,71.617,27981
2016-03-09,71.06,71.22,69.27,70.14,2527536.0,70.004,18088
2016-03-10,70.46,71.89,69.0,69.99,2772782.0,70.351,15118
2016-03-11,70.84,72.88,69.79,72.82,3213403.0,71.989,22610
2016-03-14,72.83,73.78,72.37,72.53,1636077.0,72.759,12425
2016-03-15,72.24,72.66,71.57,72.6,1617327.0,72.298,11257
