earnings_date,ReportedEPS,EPSBeat,target,pct_change,volatility_bin,momentum_bin
2016-02-22,1.58,1,0,-0.003390788358293231,3,4
2016-02-23,1.6,1,-1,-0.17897768178545714,8,2
2016-02-24,0.36,0,1,0.26112185686653766,8,2
2016-02-24,0.19,0,1,0.16810717372515127,7,0
2016-02-25,0.25,1,1,0.09681462140992163,4,5
2016-02-25,1.51,1,-1,-0.1362338316815051,8,9
2016-02-25,0.21,1,1,0.09767532721234616,8,0
2016-02-25,0.13,0,-1,-0.12032520325203255,8,0
2016-02-29,0.1,0,1,0.12222900142363226,1,7
2016-03-03,0.41,1,1,0.12374581939799324,8,9
2016-03-15,0.64,1,0,-0.013426156141223252,3,6
2016-03-16,0.57,0,-1,-0.04330106979113591,6,8
2016-03-17,0.66,1,0,0.006315564119032364,5,3
2016-03-24,1.34,1,0,-0.023824121923447482,3,8
2016-03-30,0.42,0,1,0.10053693760414738,1,7
2016-03-30,-0.05,1,1,0.19388729703915944,9,2
2016-04-18,2.35,1,1,0.10819444444444454,2,7
2016-04-19,0.54,1,1,0.0709375000000001,4,4
2016-04-20,1.04,1,1,0.15986065415134504,6,3
2016-04-20,0.9,1,0,0.007201309328968866,3,6
2016-04-20,1.68,1,1,0.18841427735517838,3,2
2016-04-20,0.23,0,1,0.06977363515312929,4,6
2016-04-20,0.09,1,1,0.028409855931062333,8,6
2016-04-20,1.18,1,1,0.15222772277227728,5,8
2016-04-21,0.62,0,1,0.07976052529934329,3,6
2016-04-21,-0.12,1,1,0.46365914786967405,9,9
2016-04-25,1.5,1,-1,-0.07475956161932457,2,4
2016-04-25,0.28,1,1,0.031024224394390156,3,6
2016-04-26,0.28,0,1,0.15492227979274603,3,7
2016-04-26,0.02,0,1,0.0404797601199401,7,8
2016-04-26,0.48,0,1,0.05233033524121004,4,4
2016-04-26,0.66,1,-1,-0.07912488605287153,8,1
2016-04-26,1.15,1,1,0.04817942683095652,0,4
2016-04-27,0.49,1,1,0.23763291724456775,7,7
2016-04-27,0.81,1,1,0.15896397654286498,8,8
2016-04-27,0.72,1,0,0.003008423586040886,6,8
2016-04-27,0.31,1,1,0.06454971369078596,3,4
2016-04-27,1.66,1,-1,-0.23325149070501586,8,0
2016-04-27,0.65,1,1,0.21690236837621407,3,6
2016-04-28,0.36,1,-1,-0.20178372352285387,9,0
2016-04-28,1.17,0,0,0.005766621438263287,1,4
2016-04-28,0.85,1,0,0.002430555555555483,3,3
2016-04-28,1.25,1,-1,-0.0300808141275066,8,2
2016-04-28,0.25,0,1,0.12734864300626308,6,6
2016-04-28,1.21,0,1,0.16256476683937823,9,3
2016-04-29,0.22,0,1,0.50048828125,9,0
2016-05-02,0.45,1,1,0.14491854150504271,5,3
2016-05-03,0.79,1,1,0.13708655876143575,2,6
2016-05-03,0.68,1,1,0.034424650938854114,1,3
2016-05-03,0.33,1,1,0.27315855181023735,9,8
2016-05-04,0.72,1,1,0.19325355695844723,7,3
2016-05-04,-0.15,1,1,0.07437457741717386,8,1
2016-05-04,0.35,1,1,0.2680886658301966,4,3
2016-05-04,0.67,1,1,0.09436758893280633,4,1
2016-05-05,0.52,1,1,0.041962007371703906,2,4
2016-05-05,1.1,1,1,0.13309199318568996,4,5
2016-05-05,0.17,1,1,0.07177033492822985,8,6
2016-05-05,0.66,0,-1,-0.06391347099311698,7,3
2016-05-05,0.61,1,-1,-0.025254080689867505,1,4
2016-05-05,0.58,1,1,0.15388446215139448,1,5
2016-05-06,0.8,1,-1,-0.04126931930286087,5,1
2016-05-08,0.17,1,1,0.10976948408342481,7,3
2016-05-10,1.01,0,1,0.2605989887203421,8,0
2016-05-12,0.08,0,1,0.5490196078431373,6,4
2016-05-18,0.24,1,-1,-0.06387963990627706,8,4
2016-05-18,0.64,1,1,0.1513464991023338,2,1
2016-05-18,0.81,1,1,0.20024620434961013,1,2
2016-05-18,0.57,1,1,0.10554951033732318,4,1
2016-05-19,0.61,1,0,-0.01770207080828327,4,3
2016-05-19,-0.1,1,1,0.225662929346859,7,4
2016-05-19,0.34,1,1,0.30803177405119153,5,1
2016-05-24,0.42,0,1,0.2331349206349206,8,1
2016-05-24,3.43,1,1,0.04599123976385449,2,4
2016-05-25,0.55,0,1,0.3606425702811247,5,1
2016-05-25,0.41,1,1,0.10199386503067485,6,1
2016-05-26,0.14,0,1,0.025415896487985246,8,5
2016-06-15,0.17,1,1,0.1927582534611287,5,6
2016-06-16,0.81,0,0,-0.01915322580645156,1,2
2016-06-21,0.71,1,1,0.14647377938517173,2,5
2016-06-23,1.41,0,1,0.09618663077613278,0,4
2016-06-30,0.49,0,-1,-0.03835800807537014,0,7
2016-06-30,-0.08,1,1,0.4159999999999999,9,9
2016-07-18,2.95,1,-1,-0.05552074194761256,1,5
2016-07-19,0.69,1,1,0.0670720801287784,2,5
2016-07-20,1.81,1,1,0.0749220416871821,6,2
2016-07-20,0.26,0,1,0.13492656211102816,5,5
2016-07-20,1.08,1,0,0.014137146571335675,3,2
2016-07-20,1.16,1,1,0.11713665943600873,2,3
2016-07-20,0.33,1,1,0.12153950033760964,0,2
2016-07-20,0.59,1,1,0.036183250656550765,1,8
2016-07-21,1.24,1,1,0.15830890294707592,6,4
2016-07-21,-0.05,1,1,1.065068493150685,9,9
2016-07-25,0.29,1,1,0.05111294311624066,0,6
2016-07-25,1.56,0,1,0.036925122378678996,1,3
2016-07-25,0.76,1,0,-0.009661159339120663,1,6
2016-07-25,0.54,0,1,0.036590323892126145,3,5
2016-07-26,0.64,0,1,0.3403286477925164,5,8
2016-07-26,0.36,1,1,0.12276612276612278,2,3
2016-07-26,0.9,1,-1,-0.0710483970788465,2,6
2016-07-27,0.15,1,1,0.11233307148468184,7,3
2016-07-27,0.37,1,1,0.03275011215791837,3,6
2016-07-27,0.87,1,-1,-0.10627568173328349,2,7
2016-07-27,0.87,1,-1,-0.02987771820974628,3,6
2016-07-27,0.55,1,1,0.11589242053789736,4,7
2016-07-27,1.8,1,1,0.04081632653061214,3,8
2016-07-28,-0.11,0,-1,-0.11254077564334905,0,5
2016-07-28,1.77,1,-1,-0.027341170254920003,0,6
2016-07-28,1.08,1,-1,-0.09333543903979791,3,6
2016-07-28,0.69,1,0,0.0042720629567172055,0,7
2016-07-28,0.68,0,-1,-0.1249750049990002,3,8
2016-07-28,0.03,0,-1,-0.0835734870317003,5,7
2016-07-28,0.91,1,0,-0.022861101489435445,1,3
2016-07-28,0.79,1,1,0.2540389972144848,8,9
2016-08-02,0.69,1,1,0.1383013342011063,9,9
2016-08-02,0.29,0,-1,-0.0488888888888889,4,3
2016-08-02,0.21,1,-1,-0.14296920964895074,6,8
2016-08-03,0.93,1,0,-0.006546275395033841,2,4
2016-08-03,-0.11,0,1,0.04719949653870358,5,0
2016-08-03,0.87,1,-1,-0.21065873741994512,7,2
2016-08-04,0.71,0,-1,-0.08838535414165667,6,3
2016-08-04,0.71,1,0,-0.016429699842022142,2,3
2016-08-04,0.19,1,1,0.16294642857142846,6,3
